"ID","Session","TimeRemaining","Misses","Hits","overallAverageMouseSpeed","thresholdedDirectionChanges","ClickFrequency","Level"
"106","kwjekkoqhbrtzexrr7p5l","8","1","20","416.652","19","0.404","2"
"107","zw6angvwujq8j42ceivi79","7","0","20","8.816","86","0.377","2"
"108","p4x0x19nxz3nntky6fhrr","10","2","20","13.107","89","0.44","2"
"109","sbk0be21inl4q0dudq5ajb","19","0","20","12.34","100","0.488","2"
"110","ooztkbw0ncf08ggrtihh2kp","18","4","20","1.93","139","0.571","2"
"111","6mthqqg1e8vj3qu7i61a3l","0","0","20","16.919","265","0.333","2"
"112","2pafe5llxz5jgkvmp50we","19","1","20","15.669","132","0.512","2"
"113","llgg9nempnuxcwc8arx1e","20","0","20","13.508","125","0.5","2"
"114","iydxdv7rztoa1pove6f9ce","22","1","20","13.783","128","0.553","2"
"115","eti05sm1g9tv7pcqmbo1tf","20","2","20","13.511","118","0.55","2"
"116","uqkeq5k8fleu47d5j3rpjp","20","1","20","14.89","139","0.525","2"
"117","jnfm406e4kk0fpb74t4vdo9","19","1","20","16.17","142","0.512","2"
"118","fanhnwcphc55hxd9a85enb","0","7","17","11.238","167","0.4","2"
"119","6o7opuifq52y1fpsk7qx4","12","4","20","14.37","185","0.5","2"
"120","xf1o18903srqrcfhbmrgdd","18","1","20","12.744","113","0.5","2"
"121","ovwb9uftl3o3gz4ncgf8km","15","6","20","16.052","103","0.578","2"
"122","icn1017y1mmf9co53ce8u","22","0","20","16.155","129","0.526","2"
"123","wtrerxqquox9otefmgy9a","25","2","20","15.747","89","0.629","2"
"124","agijq6siu42dp3pjk6vep","16","1","20","16.267","152","0.477","2"
"125","mzpx9ramjbdn0niailxvzg","21","2","20","16.489","150","0.564","2"
"126","vxcn4n1hp5nkduc0qb5jmc","16","0","20","1.465","16","0.455","2"
"127","pjllhjb7pz6ghnp2ojaw","10","1","20","16.416","145","0.42","2"
"128","9uaqyil6rhdeislbc7lw1","9","0","20","10.908","112","0.392","2"
"129","fs5nft5gband28xxs4vryb","20","1","20","13.639","91","0.525","2"
"130","51de7vhrvaprsoobbtbv4","19","0","20","17.284","109","0.488","2"
"131","5ulsv5nl7euk5dfjr8p8sc","12","12","20","21.402","226","0.667","2"
"132","rj209v678cbe83010bap2b","9","7","20","16.775","195","0.529","2"
"133","bam5jhi3q2h6orvg8qymzm","0","1","14","18.128","137","0.25","2"
"134","wsejglkv1ko5tzy64f6dxq","13","22","20","22.701","170","0.894","2"
"135","jn43at34zhcqa6ca31ane8","21","8","20","19.126","164","0.718","2"
"136","83k6ojgohuxlj7dorly32c","13","1","20","8.911","118","0.447","2"
"137","0w6t2jiu923kili79wmg5n","17","2","20","14.289","142","0.512","2"
"138","i1utooe6iyjl98mduen9ml","21","2","20","17.404","105","0.564","2"
"139","s6oeaqq3nz3bk8yjjn2dq","25","0","20","13.723","90","0.571","2"
"140","sj5c8tai4zez0cq1zwqgqs","16","2","20","16.555","150","0.5","2"
"141","y8vns2cwvdgr5lji153mf","21","1","20","18.136","111","0.538","2"
"142","noomyt7bdlgpz251yjo8sj","15","0","20","14.999","147","0.444","2"
"143","vsq5q7gidhr67hhwg5wdto","19","2","20","12.461","108","0.537","2"
"144","sginoi8d1kq5nrcmh0e61d","22","4","20","13.609","137","0.632","2"
"145","2dzb4xl2a3tbwdjj4d18n6","19","5","20","14.061","133","0.61","2"
"148","nt9mp7mpsljg5i01lmmcr","22","0","20","1.892","112","0.526","2"
"149","4sjhpbpz9zy2c03euvhkix","17","2","20","13.887","156","0.512","2"
"150","5si6mzma8orl0g91u2odet","25","4","20","16.332","96","0.686","2"
"151","1bq8zhdgag2zre5xcmxs8o","19","7","20","17.364","133","0.659","2"
"152","bs3h38j4cikpf2mb604q3","16","0","20","14.288","143","0.455","2"
"153","j1grisz81tqy6bplbgzyv","15","3","20","1.768","150","0.511","2"
"154","j1grisz81tqy6bplbgzyv","21","5","20","1.999","101","0.641","2"
"155","3b7lookgf9ulz7dke3dmz8","21","2","20","1.685","75","0.564","2"
"156","l238ig2lcitthtqoitqf","18","2","20","1.639","92","0.524","2"
"157","89krx5ua1z6l67ndip8sgb","18","3","20","16.13","131","0.548","2"
"158","0hr0qvt3cbjjj8btx23e9d9","24","0","20","14.954","107","0.556","2"
"159","sbze12pcm8wyzamcb55x","8","6","20","1.611","82","0.5","2"
"160","b5tgtkjhq8lmmp5uye6kw","16","2","20","15.265","146","0.5","2"
"161","nlpmm49ruj89g9iq6pt2nk","21","1","20","1.668","103","0.538","2"
"162","xg9jjx9is0jaquwv98ch8v","22","1","20","1.815","104","0.553","2"
"163","80eal0ez1id5lycsxeqooi","21","1","20","1.886","139","0.538","2"
"164","8dr1fzzymhe4w4eqn6lrqi","13","6","20","1.663","74","0.553","2"
"165","51dg379y5r4mb7hpvnt7","23","2","20","15.528","105","0.595","2"
"166","51dg379y5r4mb7hpvnt7","17","7","20","1.728","117","0.628","2"
"167","hkhum8xz0ilp0uy4qmd3m","7","1","20","12.055","178","0.396","2"
"168","ej0iq3uklwh4r04pq9w4u3","21","3","20","14.947","94","0.59","2"
"169","j238x75z2jbtv7m9fbtxu","13","0","20","12.391","82","0.426","2"
"170","whkyhn3kjmbj1anc8d1a9g","21","2","20","14.112","124","0.564","2"
"171","4j0orgxvjq9kany58o26l","23","0","20","14.461","125","0.541","2"
"172","ogh6cyopu3o0v2rrsvi8l9b","13","0","20","11.91","108","0.426","2"
"173","nq88hdfjng9zqcscp4n1t","12","1","20","13.516","71","0.438","2"
"174","acbtu6fh1hgjdxisuznsi","16","1","20","4.833","263","0.477","2"
"175","nyj4wp16vcfgb9pbnbhz5p","17","2","20","13.232","107","0.512","2"
"176","7tvu7m5u0lyp8rojcfdhcf","20","3","20","13.77","162","0.575","2"
"177","qoapy8h1z79fupj7zyd115","25","1","20","20.915","116","0.6","2"
"178","w8y5pp12k3mfyr0bapy6l8","13","2","20","7.731","335","0.468","2"
"179","idi4gvl7tm6gysj1bzyla","19","0","20","16.309","120","0.488","2"
"180","3s2blvio587mq2y45u5e8","17","0","20","16.219","163","0.465","2"
"181","7nvklvlbmbfrtr07q5ujl","21","0","20","17.034","97","0.513","2"
"182","7nvklvlbmbfrtr07q5mwx","24","0","20","16.941","98","0.556","2"
"183","i4plwh5zckefrdv6mj2714","19","1","20","13.846","124","0.512","2"
"184","t7mkykciechftucovqqxsa","17","2","20","10","272","0.512","2"
"185","zsywsauesvzz4m87uxleg","18","1","20","1.976","220","0.5","2"
"186","ahhmoxqxv8ndfg5s5r4w05","0","12","5","184.258","13","0.283","2"
"187","kw9oa3l9ka8f9q6elqoxwd","10","1","20","334.604","19","0.42","2"
"188",,"0","1","3","710.236","2","0.067","2"
"189","3kt81s4iukrr4g7aaukrj","20","0","20","12.802","134","0.5","2"
"190","lz9skcz11wozj39f4wjl1","0","4","0","118.35","2","0.067","2"
"191","lz9skcz11wozj39f4wjl1","0","4","0","84.572","2","0.067","2"
"192","wzo7tqcy9e8x813pau7uj","14","0","20","12.548","179","0.435","2"
"193","psojflowbjjl0cztr2mkmb","17","0","20","15.698","126","0.465","2"
"194","1vot11bn62oqolf9mhgoi","7","1","20","17.768","221","0.396","2"
"195","8985tj2dmrrizgmjvg4mw","24","1","20","9.208","146","0.583","2"
"196","i7mxg5bzabr1h9pir7292l","21","2","20","16.709","136","0.564","2"
"197","11qd3jd0vak311i41tohzp","21","1","20","17.17","131","0.538","2"
"198","gtcn7hn356pssnli18i9n","18","1","20","1.647","56","0.5","2"
"199","jhaam397r7zbuhbgn4ecd","11","0","20","29.253","133","0.408","2"
"200","6p47nsnxq1qz0g7kg0fv1","24","0","20","14.203","106","0.556","2"
"201","9b8pdtnyp67jze1ahk8s0f","3","1","20","14.055","150","0.368","2"
"202","xyi4c6ca1dk1kqqt5qaplu","27","1","20","6.286","75","0.636","2"
"203","4dgu455kql3kk98wjv8mug","7","0","20","12.999","151","0.377","2"
"204","dnts23dokpij0h4yw1os","20","1","20","16.507","146","0.525","2"
"205","au8ogzamrzsneq8hyq1rrf","24","1","20","17.519","127","0.583","2"
"206","j5vimaebsk9jmcnnno8wyq","2","0","20","16.375","193","0.345","2"
"207","jlfcp61mv6nsu49erwpa","11","1","20","13.745","173","0.429","2"
"208","jlfcp61mv6nsu49erwpa","13","1","20","14.517","173","0.447","2"
"209","j5vimaebsk9jmcnnno8wyq","9","0","20","12.933","203","0.392","2"
"210","jlfcp61mv6nsu49erwpa","10","0","20","15.986","169","0.4","2"
"211","s00gz3ulr5ak425cvf3g","0","55","6","8.86","217","1.017","2"
"212","9cejc7g7umunofu8b019uq","14","0","20","13.494","185","0.435","2"
"213","0vwd0y9uk4ng7l14tr1wmww","16","1","20","11.691","93","0.477","2"
"214","ajenwx90oabt6r5t8gtqhe","18","0","20","13.004","111","0.476","2"
"215","x5omgy5udrnhy53k8sr18l","0","5","3","226.038","5","0.133","2"
"216","0vwd0y9uk4ng7l14tr1wmww","10","1","20","12.634","113","0.42","2"
"217","0vwd0y9uk4ng7l14tr1wmww","11","0","20","11.632","158","0.408","2"
"218","zve7ml29g33vyujb6he4c","15","1","20","10.97","85","0.467","2"
"219","0vwd0y9uk4ng7l14tr1wmww","11","1","20","11.565","144","0.429","2"
"220","al8nuft2mvloztyohp758b","16","1","20","19.632","169","0.477","2"
"221","71ci37sdxkac8r4acy655g","9","0","20","10.367","81","0.392","2"
"222","g8167vtbg5mm6e7f6ibsc","19","0","20","17.611","97","0.488","2"
"223","vjm29yqxd4bgctomjo6igc","20","2","20","18.157","128","0.55","2"
"224","vjm29yqxd4bgctomjo6igc","9","1","20","14.172","194","0.412","2"
"225","g8167vtbg5mm6e7f6ibsc","19","0","20","14.289","88","0.488","2"
"226","ssuyp9aun7u4f4ekj3wks","0","8","0","166.091","3","0.133","2"
"227","h1ziapn81jykxysronkc","19","1","20","13.282","161","0.512","2"
"228","symn1lzvgbdjvefdd5hjf","17","2","20","15.049","142","0.512","2"
"229","ztvitd750frgwl0gqetrk","18","1","20","18.885","175","0.5","2"
"230","p2ixck4vcss0yqp5jwvni1","14","0","20","14.31","87","0.435","2"
"231","m8x5oe1xxx8ys9e2baori","23","0","20","17.072","127","0.541","2"
"232","010v6sli8whrf59t87nrjpc","11","1","20","7.689","264","0.429","2"
"233","0ib7jtcy3qfi1qyvszcbl5e","20","0","20","19.964","125","0.5","2"
"234","yv8hhb0gtruoeg22l8vlp","10","2","20","9.88","139","0.44","2"
"235","28w7xgqph7qpuidb4s4xjl","21","1","20","14.038","112","0.538","2"
"236","cdsfsxqn6fdnzi72priu5","25","1","20","16.102","86","0.6","2"
"237","vp227uoje8f442stkdfb2e","11","1","20","15.673","220","0.429","2"
"238","traoda6d2hm2otby3kly","22","0","20","14.048","144","0.526","2"
"239","ci86avwml8a10o7q8z1xzd","9","2","20","13.61","201","0.431","2"
"240","6o93e4qhvuxf65kcp3sx1","22","1","20","16.204","103","0.553","2"
"241","9s7nvyi998927ansme60qp","13","0","20","13.736","75","0.426","2"
"242","l323j5dqk9e7pelgphdr42","24","2","20","16.528","92","0.611","2"
"243","l323j5dqk9e7pelgphdr42","19","0","20","14.917","163","0.488","2"
"244","gntbems3oilwg87z80e0eq","19","0","20","18.645","168","0.488","2"
"245","tcok00y8xlhd8llbhoeecb","22","2","20","15.077","119","0.579","2"
